fid,id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,lc,lc_label,quality,quality_label,X,Y,_mean,_Xmean,_Ymean,_coastalmean,_bluemean,_greenmean,_redmean,_NIRmean,_SWIR1mean,_SWIR2mean,_NDVImean,_IPVImean,_GRVImean
"577","573",EPSG:4326,31.1551355664421,51.1931003163328,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371089.440360523,5672916.25597971,27.5,371085,5672910,27.5,25,23,58.5,53,202,30,0.475345894694328,-0.0493082366883755,-0.435561582446098
"578","574",EPSG:4326,31.1955145248705,50.908390186088,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373135.076272974,5641188.37771347,33.5,373140,5641185,33.5,30,28,73,73.5,202.5,66.5,0.501677840948105,0.00335570471361279,-0.445719331502914
"579","575",EPSG:4326,31.1821921023934,51.1995186011149,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372997.540311299,5673582.83843875,36.5,372990,5673585,36.5,38,44.5,98,84.5,199,76.5,0.463022470474243,-0.0739550776779652,-0.375443264842033
"580","576",EPSG:4326,30.7497662223633,51.0054748071424,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,342128.995090224,5652843.69107753,26,342125,5652845,26,20.3333333333333,15,51,27.3333333333333,199,13.6666666666667,0.349011758963267,-0.301976462205251,-0.545242547988892
"581","577",EPSG:4326,30.9826171148548,51.056929598622,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,358620.460047765,5658091.92524753,24,358620,5658090,24,20,13.5,72.25,33.5,195,12.75,0.316732808947563,-0.366534397006035,-0.685135304927826
"582","578",EPSG:4326,31.0431886255101,51.1755295871011,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363215.728699006,5671164.79256733,24,363215,5671165,24,18.6666666666667,15.3333333333333,48.6666666666667,29,194,15,0.373766491810481,-0.252467021346092,-0.519768416881561
"583","579",EPSG:4326,30.9000419699811,51.1224120178434,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,353041.812478623,5665534.67641791,27.25,353040,5665530,27.25,25.5,20.5,80.5,54.25,199,26.5,0.403158910572529,-0.193682175129652,-0.592853352427483
"584","580",EPSG:4326,30.9693628155936,51.1935740529461,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,358111.067663435,5673311.14334758,31.5,358110,5673315,31.5,27,23.5,76.5,65,200,34,0.459340661764145,-0.0813186839222908,-0.530053019523621
"585","581",EPSG:4326,30.9369708565295,51.044184091126,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,355382.124453596,5656763.38040085,28,355385,5656765,28,25,17.3333333333333,85,50,199,22.3333333333333,0.370757550001144,-0.258484914898872,-0.660740494728088
"586","582",EPSG:4326,31.1424909670166,51.2179964105827,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,370275.934609543,5675706.83350417,27,370275,5675700,27,21,14,94.5,38.5,197,14.5,0.289473697543144,-0.421052634716034,-0.741929978132248
"587","583",EPSG:4326,30.8286107525052,51.017938737228,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,347700.8208349,5654063.57073154,27.75,347700,5654070,27.75,25.75,21.25,71,51.75,202,29,0.421622946858406,-0.156754095107317,-0.539137870073318
"588","584",EPSG:4326,31.050180878182,50.9981728220268,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363182.067289931,5651431.16978936,24,363180,5651430,24,19.25,14.5,52.5,27.75,197,12.25,0.345808885991573,-0.308382220566273,-0.567242830991745
"589","585",EPSG:4326,30.8374743660146,51.0489590926681,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,348423.709368978,5657494.37510103,28.75,348420,5657490,28.75,24.5,18.75,82.5,43.25,196.5,18.5,0.343822695314884,-0.312354639172554,-0.629277646541595
"590","586",EPSG:4326,30.8569342240388,50.9621671601868,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,349506.895547028,5647804.30463135,27,349505,5647805,27,25,19.6666666666667,75,56.3333333333333,200,29,0.428980976343155,-0.142038052280744,-0.58423912525177
"591","587",EPSG:4326,30.87275051865,51.2198925349593,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351445.741115336,5676428.47325985,25,351445,5676425,25,20,14,59.3333333333333,25.6666666666667,197,11,0.301960796117783,-0.396078437566757,-0.617600659529368
"592","588",EPSG:4326,30.9627953323791,51.0891839353095,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,357330.701571997,5661716.54009841,26.75,357330,5661720,26.75,25.5,19.25,91,52.25,198,23.25,0.364819273352623,-0.270361453294754,-0.650525525212288
"593","589",EPSG:4326,30.8533228483482,50.9281390586369,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,349143.187699021,5644028.20905043,28.6666666666667,349145,5644025,28.6666666666667,27.6666666666667,21,89.6666666666667,60,201.666666666667,28,0.400895019372304,-0.198209966222445,-0.620623568693797
"594","590",EPSG:4326,30.9923983595402,51.1113954456447,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,359471.052917783,5664129.30727937,27.6666666666667,359465,5664125,27.6666666666667,25.3333333333333,22.6666666666667,57,59.3333333333333,203.666666666667,36.6666666666667,0.510172297557195,0.0203445743148526,-0.430825630823771
"595","591",EPSG:4326,31.1486644955439,51.0938960984009,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370359.649240614,5661896.68959035,28,370365,5661900,28,25,22,52,58.5,201,32.5,0.529447913169861,0.058895805850625,-0.405296802520752
"596","592",EPSG:4326,31.1457231099055,51.1557122311684,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370326.935080938,5668775.44818471,33,370325,5668775,33,30.6666666666667,33.3333333333333,88,73.6666666666667,202,59,0.456343670686086,-0.0873126561443011,-0.449271261692047
"597","593",EPSG:4326,30.7673246591273,51.0083965170363,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,343370.566667033,5653131.07572303,25.3333333333333,343375,5653135,25.3333333333333,19.6666666666667,16,46,28.3333333333333,198.333333333333,14.6666666666667,0.381111284097036,-0.237777431805929,-0.48395769794782
"598","594",EPSG:4326,31.02668479383,51.2098187117595,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,362164.548719241,5675008.35019787,26.75,362160,5675010,26.75,25.75,20.75,77.25,50.25,196,23.75,0.39408553391695,-0.211828920990229,-0.576366752386093
"599","595",EPSG:4326,30.8451624642672,51.0739206921142,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,349043.760882399,5660254.02260144,28.6666666666667,349045,5660255,28.6666666666667,25.6666666666667,24,56.3333333333333,60.3333333333333,204,38.3333333333333,0.517192284266154,0.0343845173095663,-0.402198264996211
"600","596",EPSG:4326,30.9646139891813,51.1668289969101,Matsala,"0","0","0",true,"2019","5","25",Points.csv,water,water,2010-2011,2010-2011,357696.933793594,5670346.47834253,31,357690,5670345,31,26,20,49,33,196,15.5,0.401016741991043,-0.197966508567333,-0.420454546809196
"601","597",EPSG:4326,30.9687217111508,51.007314183683,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,357494.617387184,5652601.96384527,26.5,357495,5652600,26.5,23.5,16.5,95,49.5,199,20.5,0.342483475804329,-0.315033063292503,-0.704102963209152
"602","598",EPSG:4326,30.952913099214,51.0307573854946,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,356458.080272827,5655239.28811999,27,356460,5655240,27,24,18.5,85,49,198.75,23.75,0.365652613341808,-0.268694765865803,-0.64256463944912
"603","599",EPSG:4326,30.9255083216611,51.0582532660125,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,354622.745008273,5658350.29409151,27.3333333333333,354625,5658355,27.3333333333333,24.3333333333333,18.3333333333333,76.3333333333333,44.6666666666667,196.666666666667,19.6666666666667,0.369417200485865,-0.261165599028269,-0.611720701058706
"604","600",EPSG:4326,31.0548566039501,50.9663814263551,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363416.859500907,5647887.60901448,28,363420,5647890,28,24.75,23.25,52,59.25,204.5,37.75,0.53274230659008,0.0654846131801605,-0.38171698153019
"605","601",EPSG:4326,30.9637968931157,51.0801300330794,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,357372.987694335,5660707.89011404,26,357375,5660700,26,24.5,19,89,48,199,23,0.35033306479454,-0.299333855509758,-0.648117959499359
"606","602",EPSG:4326,31.0339942483491,51.1717733397508,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,362561.911149094,5670764.26970866,32.5,362550,5670765,32.5,30,25,51,33.5,192.5,19,0.39639450609684,-0.207210995256901,-0.351540625095367
"607","603",EPSG:4326,31.0219756286062,50.9413896958107,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,361033.691430077,5645170.21612117,28.5,361035,5645160,28.5,26,23.5,72,57.5,201.5,34.5,0.444030299782753,-0.111939407885075,-0.507785081863403
"608","604",EPSG:4326,30.8298518001383,51.1873057601341,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,348343.246418203,5672892.74420851,28.8069724354873,348342.940299695,5672892.35299648,28.8069724354873,24.8829576168039,23.4188973499661,54.748236916518,52.3676879116551,201.112461714767,36.7835336442845,0.482265473263195,-0.0354690639224692,-0.405715942214262
"609","605",EPSG:4326,31.1546077306002,50.9199511232145,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370291.459643513,5642544.95818114,31.25,370290,5642550,31.25,29.25,27.5,75.5,60,201.25,37.25,0.443560667335987,-0.112878674641252,-0.464644968509674
"610","606",EPSG:4326,31.07801123535,51.0265969101379,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365217.195946578,5654540.38107575,26,365220,5654535,26,21,15,57.5,27.5,198.5,13,0.323529422283173,-0.352941185235977,-0.586187213659286
"611","607",EPSG:4326,30.9718800122453,51.0231957151652,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,357764.778199733,5654361.72233789,26,357765,5654370,26,21,15.5,53.5,26.5,198,12,0.331140354275703,-0.337719306349754,-0.550505071878433
"612","608",EPSG:4326,30.8851791481202,50.9687941443301,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351511.295355248,5648483.87701816,26.75,351510,5648490,26.75,21.5,15.5,69.75,30.5,194.25,11.5,0.304219417273998,-0.391561180353165,-0.636561214923859
"613","609",EPSG:4326,30.8035221137626,51.1911700864485,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,346516.278507485,5673377.07285338,24.5191459549433,346516.502734358,5673377.43327129,24.5191459549433,19.7544863890625,13.9840263463002,60.9652967816165,30.5927817365465,196.879960208256,12.7050671731056,0.334450411465104,-0.331099194349168,-0.623029690837812
"614","610",EPSG:4326,31.073566908603,50.9349135934668,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364639.152135246,5644354.21354111,30,364635,5644350,30,29.5,29.5,66,58.5,198.5,38,0.469967752695084,-0.0600645169615746,-0.382565796375275
"615","611",EPSG:4326,31.007101501685,51.2235949721632,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,360838.3301099,5676577.09503792,28,360835,5676575,28,23,17.3333333333333,73.3333333333333,38.3333333333333,197,16,0.342343936363856,-0.315312142173449,-0.616966287295024
"616","612",EPSG:4326,30.7912504532403,51.1825101491909,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,345629.922104827,5672439.87481069,24.5,345630,5672445,24.5,20,14,69.5,32.5,196,13.5,0.318287029862404,-0.363425925374031,-0.664080440998077
"617","613",EPSG:4326,31.0133364487517,50.9067916319011,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,360323.203143888,5641339.61540074,30,360325,5641345,30,25.6666666666667,22.6666666666667,57,49,196,29,0.462194710969925,-0.0756105656425158,-0.43095275759697
"618","614",EPSG:4326,31.1010401313481,51.0883395314119,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,367009.051583958,5661363.79672281,28,367005,5661360,28,24.5,20,85.5,50.5,200,25.5,0.372879073023796,-0.25424188375473,-0.617572695016861
"619","615",EPSG:4326,30.8479411720031,51.1543974491319,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,349500.144100669,5669196.49098855,25.25,349500,5669190,25.25,19.75,14.75,50.5,27.75,196.75,13.25,0.354604013264179,-0.290791980922222,-0.547730922698975
"620","616",EPSG:4326,31.1014912508836,50.955429835919,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,366659.827264607,5646584.55276938,28.5,366660,5646585,28.5,25,20,74,58.5,198,28,0.441473007202148,-0.117054000496864,-0.574419915676117
"621","617",EPSG:4326,31.0765923553544,51.0358480845224,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365144.560336647,5655571.62808958,27,365145,5655570,27,20.5,15,58.5,28,198.5,12.5,0.323796793818474,-0.352406427264214,-0.591666668653488
"622","618",EPSG:4326,31.0754607762376,50.9314935707914,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364762.293551658,5643970.469148,29.3333333333333,364765,5643965,29.3333333333333,28,25.6666666666667,63,59.3333333333333,199.333333333333,36.3333333333333,0.484720210234324,-0.030559583256642,-0.420820077260335
"623","619",EPSG:4326,30.804908332876,50.9364842194909,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,345768.828739485,5645056.19057792,32,345780,5645055,32,31,28.5,75,66,202,42,0.467877447605133,-0.064245106652379,-0.449402540922165
"624","620",EPSG:4326,30.7645005237857,50.9306260168051,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,342910.253354183,5644490.1119199,37,342905,5644495,37,32.3333333333333,30,48.3333333333333,44.3333333333333,203.333333333333,35.6666666666667,0.478570262591044,-0.042859485372901,-0.229038332899412
"625","621",EPSG:4326,30.8499080847221,51.1547168323931,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,349638.720809805,5669227.9796961,25.5,349635,5669220,25.5,20.5,15,46,26,198,13,0.361111104488373,-0.277777791023254,-0.508196711540222
"626","622",EPSG:4326,31.0489261376398,50.9567650155302,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362972.177980413,5646829.36406818,29.5,362970,5646825,29.5,26.5,24.5,64.5,56.5,201,39,0.466942146420479,-0.0661157034337521,-0.449494957923889
"627","623",EPSG:4326,31.0893297158695,50.9065114515342,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,365664.859968711,5641167.38599187,34.5,365670,5641170,34.5,29.5,26.25,71.5,48.25,199,32,0.403080001473427,-0.193839997053146,-0.462385937571526
"628","624",EPSG:4326,31.0804832678295,50.9630145701898,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365206.414944878,5647466.09285865,31,365205,5647470,31,28.5,26.5,68,55.5,200.5,39.5,0.448660716414452,-0.102678574621677,-0.440161362290382
"629","625",EPSG:4326,31.2050509497179,51.1733932287718,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374523.541794232,5670638.55939625,36.6666666666667,374525,5670635,36.6666666666667,36.6666666666667,36,72,76,197,56.3333333333333,0.513514757156372,0.0270295112083356,-0.333389967679977
"630","626",EPSG:4326,30.8676134363712,51.0618292650833,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,350577.460551809,5658863.79530769,26.3333333333333,350575,5658865,26.3333333333333,24.6666666666667,19.3333333333333,84,49.6666666666667,198.333333333333,23,0.371787349383036,-0.25642529129982,-0.624785482883453
"631","627",EPSG:4326,31.1231297615964,51.0392177008296,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,368416.727286534,5655862.14154655,26,368415,5655870,26,20,15.5,53,27.5,198,14,0.34023255109787,-0.31953489780426,-0.547375172376633
"632","628",EPSG:4326,31.0756925527412,51.1199737746801,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365325.988624063,5664927.38855636,30,365325,5664930,30,26.5,23,58,54.5,198.5,33,0.484080463647842,-0.0318390624597669,-0.433155089616776
"633","629",EPSG:4326,31.0043606890195,51.2058032032612,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360593.22512121,5674603.96249427,28,360600,5674605,28,22,17.5,65,45,200,20.5,0.409395411610603,-0.181209161877632,-0.575000017881393
"634","630",EPSG:4326,31.1813758766038,51.2357492856705,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,373040.234310214,5677612.95343998,27.6666666666667,373045,5677615,27.6666666666667,21.3333333333333,15,101.333333333333,41.6666666666667,196,15.6666666666667,0.291457891464233,-0.417084236939748,-0.74191677570343
"635","631",EPSG:4326,30.9487268541494,51.178142317054,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,356621.392913244,5671635.29502899,30,356610,5671635,30,26.5,22,79,53.5,199,25,0.404111549258232,-0.191776916384697,-0.563672065734863
"636","632",EPSG:4326,30.8365722627559,51.0688601772866,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,348425.50214821,5659709.0002464,27.5,348420,5659710,27.5,25.25,20,91,50,200,28.5,0.354290597140789,-0.291418813169003,-0.639054223895073
"637","633",EPSG:4326,31.1409994339931,51.1676547105433,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370030.196331815,5670111.72470023,27.6666666666667,370025,5670115,27.6666666666667,26.6666666666667,20.6666666666667,72.6666666666667,53.3333333333333,200,26.3333333333333,0.423563321431478,-0.152873357137044,-0.556792497634888
